rating,date,content,review_length,embedding,weekday,text_length
5,2025-07-11,서울이 송파가 빛이 나요,13,"[-1.80303119e-02  7.12474585e-02  4.40941639e-02 -6.21409751e-02
  4.63233516e-02 -3.18618082e-02  9.48722586e-02  1.41319791e-02
 -4.42178687e-03 -2.54055783e-02  1.25881463e-01  2.26587486e-02
  6.27701133e-02  7.75077438e-04  8.69935974e-02 -4.79908511e-02
  4.11808491e-02  3.00956499e-02 -9.47225541e-02 -7.34428763e-02
  9.68776420e-02  1.35327894e-02 -1.22487172e-02  3.21764946e-02
 -6.28554597e-02 -9.19094949e-04  2.84939464e-02 -1.06068570e-02
  5.41954711e-02 -2.26906631e-02 -1.03782751e-02  5.42909987e-02
  6.22604191e-02  4.09852900e-02 -6.72916695e-02 -3.59324589e-02
 -2.86282431e-02  1.59710180e-02 -7.69106895e-02  3.91029902e-02
 -1.58549443e-01 -1.43618047e-01  1.25735641e-01 -1.01378672e-01
  6.18084297e-02 -3.32418419e-02 -1.30006611e-01 -1.02867551e-01
 -5.63808426e-04  2.43075732e-02 -6.55428767e-02 -2.88309287e-02
  1.72866844e-02 -7.90153295e-02 -3.73348370e-02  3.51773538e-02
 -5.10019846e-02  1.09262010e-02 -3.96631844e-02  4.02873233e-02
 -4.60202014e-03  1.27704162e-02 -4.64448966e-02  7.24337474e-02
  2.21006069e-02 -4.15649591e-03  3.73196974e-02 -1.13015268e-02
  9.24319401e-02  5.41300029e-02 -9.87544563e-03 -4.83551994e-02
  6.37135878e-02  2.55966038e-02 -1.22536115e-01 -5.18350638e-02
  5.24764694e-02  6.13311157e-02  5.36064841e-02 -2.14556474e-02
  3.27156372e-02 -2.45371088e-02 -4.23757099e-02 -7.51202833e-03
 -4.73493412e-02  3.46387434e-03 -6.48790970e-02  3.58895063e-02
 -3.05263828e-02  7.51274303e-02  3.71490680e-02  5.17220572e-02
 -6.24783002e-02  4.45619924e-03 -5.36890812e-02  2.08315365e-02
 -1.06793329e-01 -1.67696942e-02 -4.71951850e-02  5.99462166e-02
  3.88497338e-02  1.18258774e-01  6.71459886e-04  3.75498049e-02
 -9.40548852e-02 -7.07940385e-02  5.62905930e-02 -5.50493337e-02
  2.56727338e-02  1.23052904e-02 -1.82144456e-02 -2.15442926e-02
 -3.63848843e-02 -1.91852879e-02  1.88003983e-02 -4.59494852e-02
  1.64609943e-02 -1.54541405e-02 -2.00227536e-02  5.67010604e-02
  5.19991368e-02 -1.18189231e-02 -1.04434381e-03 -5.46496361e-02
 -1.11667983e-01 -6.40172735e-02  1.37332186e-01  3.23648786e-33
 -4.16993164e-02 -4.62339073e-02 -2.07329020e-02 -3.80830877e-02
 -6.68210834e-02 -2.36295536e-02 -1.18574910e-02  1.75833274e-02
 -2.75024474e-02  2.77802013e-02 -3.07849012e-02  1.94631480e-02
 -7.79035911e-02 -9.66687314e-03  3.41178440e-02  2.14420240e-02
 -2.84463800e-02  9.17731300e-02 -9.76522453e-03  8.81157741e-02
  5.48999608e-02 -1.46950502e-02  6.90659583e-02 -4.45098989e-02
  6.76457770e-03  3.10860705e-02  1.04671614e-02 -5.53433038e-02
 -1.20264823e-02  8.46401453e-02  2.87046637e-02 -6.01125360e-02
 -2.17411146e-02 -4.04194705e-02 -6.60126656e-02 -5.02023138e-02
  1.26551476e-03  5.18482551e-03  5.03554419e-02 -5.00075482e-02
 -2.83305980e-02  1.09226871e-02 -8.03095326e-02  1.06514737e-01
 -2.96240132e-02  5.91197647e-02  3.03409770e-02 -3.58791612e-02
  4.50206101e-02  4.81645055e-02 -9.42173302e-02 -4.77696508e-02
  4.72602528e-03 -5.98735288e-02  5.08724861e-02  3.71825770e-02
  7.56114945e-02 -3.93130928e-02 -1.02643318e-01 -1.34582883e-02
 -3.69122475e-02  3.51290330e-02 -7.09028989e-02 -8.06377456e-03
  8.17665011e-02 -3.90349962e-02 -1.33062061e-02 -3.95701528e-02
  1.20563228e-02 -6.39728457e-02 -5.60961552e-02 -8.39524642e-02
 -1.04529336e-02  3.54366824e-02 -8.38928074e-02 -4.56542149e-02
 -6.93026418e-03  1.96384806e-02  4.90000434e-02 -3.59927397e-03
 -2.40132865e-02 -1.45576354e-02  1.69105455e-02 -6.57898560e-02
  1.04021788e-01  5.88044375e-02  1.76075622e-02 -4.01103646e-02
  2.70246789e-02  5.90203851e-02 -7.01399669e-02  3.55999023e-02
  5.32421991e-02  2.00178996e-02  1.07899252e-02 -7.36817051e-33
  6.42650947e-03  8.52216482e-02 -9.31786373e-02  2.59588454e-02
  4.21275310e-02  4.28077579e-02  1.69957131e-02  4.96807396e-02
  5.33742411e-03  4.82542925e-02 -4.00525108e-02 -3.70292589e-02
  1.17920134e-02 -2.14158208e-03 -6.65304717e-03 -6.54062256e-02
  3.64073776e-02  1.42452295e-03 -1.99544951e-02  6.20616786e-02
 -3.35178599e-02  7.76808262e-02  2.35388875e-02  3.67593691e-02
 -2.57747229e-02 -3.10622565e-02  4.49470505e-02  1.82271078e-02
 -6.42558485e-02  1.62925087e-02  4.20589596e-02 -2.64642499e-02
  6.43645087e-03  7.56833628e-02  1.40392212e-02 -1.18824840e-01
  5.91225959e-02 -3.35775577e-02 -2.00981982e-02 -6.28912002e-02
  4.31206040e-02 -1.62170199e-03  3.69495130e-03 -9.00509357e-02
  1.44910654e-02 -2.28296947e-02 -8.85766596e-02 -4.18828167e-02
  1.06113683e-02 -8.53551626e-02  4.66944054e-02 -4.32589129e-02
 -4.19355091e-03 -8.94270539e-02  2.71346029e-02  1.49755469e-02
  9.66925081e-03 -6.93590268e-02 -1.11761848e-02  5.99110965e-03
  2.90593803e-02 -5.24106212e-02  2.11017299e-03 -2.55926442e-03
  1.56868435e-02  2.21752259e-03  1.10774733e-01  3.05149220e-02
  1.33780343e-02  2.80676410e-03  6.42762426e-03  3.94184403e-02
  3.04843877e-02  7.01636123e-03 -5.30308336e-02 -4.29781117e-02
 -3.23615111e-02 -1.60035379e-02  1.52304024e-02 -9.42858383e-02
 -4.48974632e-02  1.02848686e-01 -1.79864466e-02 -9.31094512e-02
 -7.48053342e-02 -4.78017032e-02 -2.28593014e-02  4.98528853e-02
  1.58257466e-02 -3.40046547e-02 -2.21712571e-02  6.08823970e-02
 -6.78770766e-02  1.94281507e-02 -5.01477607e-02 -3.72901461e-08
 -1.74392350e-02 -7.27124736e-02  7.62163997e-02 -2.24811807e-02
 -6.96215662e-04  2.80252472e-03  9.60925408e-03 -5.71119459e-03
  8.77974778e-02 -6.66850358e-02  4.95514162e-02  4.35403064e-02
 -1.30296042e-02  6.18973747e-02 -6.99643418e-03 -8.80660862e-03
  9.22987610e-03  1.20003581e-01 -2.15977225e-02 -3.76627222e-02
  9.34676975e-02 -1.03378412e-03  8.45280301e-04 -1.16333980e-02
  4.56268005e-02  4.59756255e-02 -7.05326200e-02  7.68226907e-02
 -1.09346611e-02 -7.11363703e-02 -4.66675013e-02 -4.37857956e-02
  2.64137480e-02  2.30089035e-02 -8.54118727e-03 -3.82906497e-02
  4.09406945e-02 -2.02141330e-02  2.24854406e-02  1.93011127e-02
 -5.97827770e-02 -3.96322347e-02  3.87068130e-02  4.03326266e-02
  1.41025372e-02 -3.90677564e-02  4.98487093e-02 -1.23998597e-02
 -3.46090421e-02  4.99165654e-02 -7.27442130e-02 -5.29377088e-02
 -6.15277886e-02 -3.95734236e-03  5.92092425e-02  3.32024395e-02
  2.89750807e-02 -2.87340339e-02 -1.82906585e-03 -1.07868314e-02
  4.95089479e-02  6.10269941e-02 -4.77151647e-02 -1.44566810e-02]",Friday,13
1,2025-07-10,실내 위니비니 직원 개불친절,15,"[ 2.73595825e-02  8.06965008e-02  5.42691397e-03 -3.49662304e-02
 -2.05629822e-02 -1.70167685e-02  5.81200458e-02  6.50505945e-02
 -4.31221817e-03 -2.75692083e-02  1.14272647e-01 -2.48942412e-02
  1.22600034e-01 -5.90637699e-02  1.94227230e-02 -7.30984360e-02
  3.94679829e-02  5.82715981e-02 -1.22392818e-01 -6.69586435e-02
  5.61021902e-02 -2.01746784e-02  2.02649832e-02 -7.69535964e-03
 -9.45876166e-02 -2.72621848e-02 -3.07902694e-02  2.96052899e-02
  6.06756806e-02 -8.57887883e-03 -5.73592307e-03  5.07518649e-02
  5.63682206e-02  6.51728958e-02 -6.37954697e-02  3.75163741e-02
 -9.89077836e-02 -2.38741050e-03 -1.23706516e-02  4.80602197e-02
 -1.38843596e-01 -1.53694913e-01  5.55998087e-02 -8.89383852e-02
  1.11080401e-01  1.41246887e-02 -1.08586960e-01 -6.71361387e-02
 -5.94162829e-02  3.37871537e-02 -9.64517444e-02 -4.76417914e-02
  3.91989164e-02 -8.38965252e-02  7.19994074e-03 -2.48041302e-02
 -4.12845016e-02 -4.65468913e-02  4.61937934e-02  2.04648823e-02
  7.68474536e-03  3.49852629e-02 -2.84011830e-02  3.76903117e-02
  2.07071770e-02 -8.95596668e-03 -3.04020867e-02  7.47682899e-02
  2.89091989e-02  4.49062325e-03  1.28242318e-02 -2.55512483e-02
  4.91808960e-03  1.77356917e-02 -1.08510025e-01 -8.84024277e-02
  1.20374300e-02  2.61042509e-02  8.87601729e-03  1.98891014e-02
 -3.24301841e-03  2.33894517e-03 -1.99804269e-02  2.79775448e-02
 -9.75706354e-02 -1.97934322e-02 -1.78383961e-02  2.97901016e-02
 -8.25188905e-02  7.95394704e-02  3.10684238e-02  8.13856646e-02
  1.54076219e-02  9.13743209e-03 -8.47421214e-02  5.23500983e-03
 -1.08011372e-01  3.67373344e-03 -4.28279042e-02  4.08506058e-02
  1.99130308e-02  6.18801676e-02  3.37661095e-02  6.95781186e-02
 -6.57882914e-02 -6.54883459e-02  5.18815480e-02 -4.15559076e-02
  6.55956045e-02 -1.84678845e-02 -6.64005578e-02 -6.71159774e-02
 -7.84306079e-02 -8.21557790e-02  1.34308496e-02  4.11541834e-02
 -8.50431155e-03 -5.18078618e-02 -2.25462765e-03  4.67904210e-02
  7.17415139e-02  2.20214948e-02 -7.09203929e-02 -9.43572521e-02
 -7.24074841e-02 -8.86370242e-02  1.22463115e-01  6.59215616e-33
 -5.19683845e-02 -1.37036471e-02  5.97485080e-02  3.12979817e-02
 -8.59315693e-03  7.83679727e-03  4.91464650e-03 -2.70314123e-02
  1.02020670e-02  2.78155971e-02 -8.16255435e-03 -3.84457521e-02
 -8.53016004e-02 -2.75511071e-02  5.11116674e-03 -1.44736497e-02
 -3.34002152e-02  1.23493904e-02 -9.03115142e-03  1.13662764e-01
  5.18540703e-02 -4.20457311e-02  4.34876643e-02 -4.85196710e-02
  3.80206034e-02  5.04797921e-02  4.38312851e-02  6.08558394e-03
 -2.48716939e-02  4.48487103e-02  3.69545072e-02 -3.09584569e-03
 -4.49239537e-02 -1.89773384e-02  6.34951692e-04 -9.70346257e-02
  3.45130526e-02 -2.65604397e-03 -1.73126953e-03  2.62518734e-05
  1.44704953e-02 -7.18207583e-02 -9.57318693e-02  7.23787919e-02
  1.34541299e-02  8.54700655e-02  3.50908488e-02 -3.11886072e-02
  1.64255090e-02  8.60346667e-03 -2.10182611e-02  3.51630934e-02
 -7.49757653e-03  2.06703730e-02  6.76534399e-02  2.89430954e-02
  5.94022200e-02 -1.01838005e-03 -7.41896406e-02 -1.40155125e-02
 -3.08540147e-02  2.78623197e-02 -3.94430608e-02 -5.47195552e-03
  8.83366168e-02 -7.49233784e-03 -2.00413689e-02 -4.58454192e-02
  3.19681317e-02 -1.04158252e-01 -3.18369269e-02 -3.74412201e-02
 -2.22242791e-02  9.75674316e-02 -9.87278223e-02  3.07534840e-02
 -5.42925335e-02 -1.03324465e-02  1.68392826e-02  1.67555362e-02
 -5.03799096e-02  2.35030521e-02  5.44634368e-03 -1.28038168e-01
  7.47625381e-02 -1.98749988e-03  3.47184541e-04 -5.88489808e-02
  2.14630328e-02  1.20013185e-01 -7.97709972e-02  3.02430503e-02
  1.04505811e-02  4.26238105e-02  7.12638395e-03 -9.42735449e-33
  3.98930348e-02  1.19176716e-01 -4.07011695e-02  9.94958654e-02
  7.93266669e-02  3.09903417e-02 -5.46026118e-02 -1.55529482e-02
  4.39039804e-02  8.74739736e-02 -5.63460402e-02 -4.24493104e-02
  4.52941358e-02 -1.80429649e-02  2.51765177e-02  2.63475236e-02
  3.31024788e-02 -1.52873471e-02 -9.64345410e-02  8.26882124e-02
 -3.91387753e-02  2.82523669e-02 -1.06704216e-02  5.23127317e-02
 -7.26979375e-02  1.35733504e-02  6.48893788e-02  2.35557370e-03
 -2.85511501e-02 -1.62701644e-02  3.70533615e-02 -6.70398325e-02
  5.33610210e-03  7.36486465e-02  1.68858503e-03 -9.70822498e-02
  8.06018338e-02 -6.95867911e-02  1.76384731e-03 -2.85188723e-02
  3.57809141e-02  1.44988606e-02 -3.13398126e-03 -1.62931811e-02
 -1.29207307e-02 -6.59483597e-02 -8.28216225e-02 -7.05695450e-02
 -2.89442460e-03 -6.09710440e-02  7.94089288e-02 -8.48595053e-03
 -2.89395526e-02 -3.05321515e-02  6.97165132e-02  3.08908671e-02
  5.69982044e-02  2.78217196e-02  9.50738229e-03 -1.36380559e-02
  1.17520457e-02 -4.09955271e-02 -4.86929249e-03  3.10800113e-02
  4.59300441e-04  1.44184101e-03  6.69066235e-02  3.91331799e-02
 -1.27056744e-02 -6.86941342e-03  4.35556546e-02  2.27121897e-02
  1.07688857e-02  5.40281087e-03 -9.27009806e-02 -1.01792682e-02
 -6.88030571e-02  3.54571431e-03  4.92886975e-02 -2.55760215e-02
 -6.35483116e-02  4.71796580e-02 -9.81478114e-03 -7.59156197e-02
 -3.72670516e-02 -9.39422995e-02 -2.19959226e-02  3.94563656e-03
 -4.85269446e-03 -6.55673221e-02 -2.76058987e-02  1.38576115e-02
 -4.19527702e-02  5.99848554e-02 -1.66609287e-02 -4.33390959e-08
 -1.60894208e-02 -1.00275688e-01 -2.11035013e-02  1.08980143e-03
  1.54346256e-02 -5.36625087e-02  1.81536861e-02 -6.65139966e-03
 -2.10695108e-03 -1.37124490e-02  8.29294026e-02  1.37774209e-02
 -2.75174361e-02  4.27416787e-02  9.49109625e-03 -6.81641102e-02
  2.30623763e-02  1.14531606e-01  1.30792586e-02 -9.52590443e-03
  1.21320762e-01 -2.46267058e-02 -8.22913721e-02  1.81794856e-02
 -6.39374973e-03 -8.06656200e-03 -4.22578007e-02  4.18509319e-02
 -1.93346329e-02 -5.66086695e-02  2.26893909e-02 -2.86785886e-02
  6.78165779e-02 -4.61521856e-02 -1.80520937e-02  1.66143514e-02
  1.18679777e-02 -7.52281444e-03  8.82273819e-03  7.01586530e-02
 -1.05639230e-02 -3.56455967e-02  5.26142381e-02 -1.34253753e-02
 -6.76803663e-02 -1.50125921e-02  6.61026984e-02 -5.34386970e-02
 -1.55203417e-02  2.44894139e-02 -1.37034636e-02 -9.28119570e-03
 -1.84902991e-03  3.79901081e-02  6.62906766e-02  6.58071861e-02
  1.72730200e-02  3.87034528e-02  6.04374632e-02  4.04398739e-02
 -3.59534249e-02  8.89078435e-03 -2.77798660e-02 -3.04758772e-02]",Thursday,15
5,2025-07-09,너무 재밌게 놀았어요,11,"[-9.60580818e-03  8.11850131e-02  6.39155358e-02 -1.31873889e-02
  2.81874165e-02 -1.25203403e-02  1.48044795e-01  4.88107232e-03
 -1.34264966e-02 -1.80975627e-02  1.24883771e-01 -8.49733427e-02
  8.62633288e-02 -3.25581953e-02  2.59788670e-02 -2.03382224e-02
  6.31724074e-02  5.54882102e-02 -1.08397730e-01  5.67849400e-03
 -2.08648220e-02 -1.91770867e-02  9.46217496e-03  1.97935048e-02
 -3.00498735e-02 -3.01938094e-02  2.70659626e-02 -5.99902533e-02
  4.85062338e-02 -6.83207735e-02 -4.19291258e-02  4.87588160e-02
  3.35230492e-02  2.67065186e-02  3.03354412e-02 -2.28700060e-02
 -6.68613538e-02  5.00339782e-03 -2.12498326e-02  3.50003950e-02
 -1.11144267e-01 -8.35823566e-02  6.07407913e-02 -4.42293659e-02
  6.60726754e-03  3.71174552e-02 -8.81871358e-02 -8.00273642e-02
  1.47929555e-02  5.61027564e-02 -4.16722596e-02 -2.23582946e-02
 -2.41246093e-02 -6.42895103e-02  2.20276490e-02  2.36794967e-02
 -3.90359163e-02  1.64732710e-02 -3.86138074e-02  2.96179149e-02
 -1.68988034e-02  4.96173883e-03  1.39509076e-02  2.57660430e-02
  6.38193339e-02  3.75375971e-02  7.81053230e-02  1.77670345e-02
  6.03870023e-03  4.33715656e-02  4.48866859e-02  2.22601909e-02
  7.21327886e-02  5.91576425e-03 -8.30454901e-02 -1.60051615e-03
  8.29915032e-02  5.99526763e-02  4.09927145e-02 -2.15754565e-02
  5.22149308e-03  5.87378582e-03 -1.68815218e-02 -6.75837463e-03
 -6.59509674e-02  6.21980149e-03 -8.24346766e-02  4.89915833e-02
 -2.80260462e-02  5.25885373e-02 -1.00638103e-02  5.62075973e-02
 -5.39021455e-02 -9.34517011e-03 -1.27164364e-01  2.40465626e-02
 -4.93587926e-02 -4.88306172e-02 -4.50839214e-02  4.06583063e-02
  7.23040178e-02  1.35025859e-01  2.33496744e-02 -7.53089917e-05
 -6.39661849e-02 -7.87814260e-02  4.66193631e-02 -8.77300054e-02
  3.08102183e-02  8.20965990e-02 -8.14132672e-03 -5.53759076e-02
 -6.65235072e-02 -1.31232422e-02  2.33143214e-02 -2.88612302e-02
  5.00628948e-02 -5.09086140e-02 -6.65873960e-02  4.78802528e-03
  4.09345888e-02 -2.26275213e-02 -3.57127376e-02 -1.59335006e-02
 -1.03073865e-01 -4.79902476e-02  7.43834376e-02  1.25735732e-34
  2.45808735e-02  2.11794977e-03 -2.32851561e-02 -3.60438935e-02
 -7.03204945e-02  1.83693245e-02  1.53965259e-03  2.25680750e-02
 -1.10792376e-01 -3.22139412e-02 -1.97802819e-02 -2.95099970e-02
 -5.25687300e-02  2.54205875e-02 -5.98015711e-02  3.42400074e-02
 -2.74330489e-02  3.75337228e-02  3.50593626e-02  5.59228566e-03
 -8.80498998e-03  4.24766988e-02 -2.18616612e-03  3.98755353e-03
 -9.48389433e-03 -1.02633953e-01 -7.44593050e-03 -9.96548217e-03
 -4.24294062e-02  8.04075971e-02  6.80318521e-03 -5.36322519e-02
  1.45749701e-02  5.35306260e-02 -6.72881007e-02 -5.07445075e-02
 -1.52718509e-02  6.00650162e-02  3.81609052e-02  8.74326285e-03
  5.20396940e-02 -3.58894877e-02 -1.09677240e-01  1.31543586e-02
 -2.62043849e-02  2.00328622e-02  2.94529814e-02 -4.99160625e-02
  4.02814522e-03 -2.88643856e-02 -1.25734992e-02 -1.09584862e-02
 -4.14111353e-02 -6.80063292e-03  9.09271389e-02  5.40437968e-03
  5.10386750e-02 -1.86844319e-02 -5.72902076e-02 -6.63562417e-02
  3.76596116e-02  3.71145620e-03 -7.33968243e-02  4.39888053e-02
 -4.65537980e-02 -2.92529538e-02 -3.37058604e-02 -6.34084567e-02
  4.26589772e-02 -6.05791435e-02 -7.24794716e-02 -1.27408609e-01
  8.27960595e-02  5.38754873e-02 -1.30512998e-01  5.70042478e-03
 -2.27429979e-02 -9.38347261e-03  4.32970701e-03  3.70504446e-02
 -5.21816947e-02  8.75538401e-03 -2.01486237e-02 -4.20063548e-02
  8.54384974e-02  9.21304747e-02  3.53564247e-02 -6.87120259e-02
  2.74804444e-03  2.51217112e-02 -4.25484590e-02 -4.15428467e-02
  4.04089391e-02  1.23461979e-02 -5.29587045e-02 -2.32792660e-33
  2.82942951e-02  4.54219766e-02  3.46883014e-02 -5.10338210e-02
  2.03621504e-03 -5.86018078e-02  1.55506944e-02  7.57378489e-02
 -3.03363800e-02  5.72577938e-02 -1.10890744e-02 -6.98334202e-02
  1.93001870e-02  3.51782981e-03  1.06598120e-02  5.60725033e-02
  1.01676717e-01  5.99714145e-02 -1.83663797e-02  2.89387815e-02
 -4.37732488e-02 -7.23231584e-02  4.62605022e-02  5.50320856e-02
 -4.20780778e-02  4.79413010e-02  9.10179541e-02 -3.71728987e-02
 -1.56624224e-02 -2.19383053e-02 -1.07586505e-02 -2.88496688e-02
 -4.13069539e-02  6.13021590e-02 -4.15431242e-03 -1.06559455e-01
 -3.01755797e-02 -7.70332441e-02 -3.87838408e-02 -4.02024090e-02
 -2.72635557e-02  1.03709716e-02  4.93018366e-02  1.10687325e-02
  1.69066228e-02 -8.38968530e-03 -7.16499910e-02 -7.60146976e-02
 -1.07834894e-04 -6.35724813e-02  6.85405731e-02 -2.96674389e-02
  3.73341590e-02 -5.52296601e-02  1.61860306e-02  4.24249619e-02
  1.69390477e-02  3.16387676e-02  1.87102277e-02 -9.92352888e-03
 -1.81752839e-04 -2.69442610e-02 -2.98391189e-03  3.31468545e-02
 -1.00553231e-02  3.47481407e-02  6.56546205e-02  3.86708640e-02
 -5.65343909e-03  5.01507074e-02  5.78778721e-02  4.85789776e-02
 -3.15361917e-02  3.96854132e-02 -1.00513123e-01 -2.97704935e-02
 -6.69402182e-02  6.83345050e-02  4.25368398e-02  2.98374593e-02
 -5.16008995e-02  5.49475551e-02 -5.48853241e-02 -5.96638434e-02
 -4.00355645e-02 -7.43155628e-02  1.32091681e-03  1.21631108e-01
  3.82721499e-02 -7.81840310e-02  2.31400821e-02  6.18837886e-02
 -3.48526090e-02 -5.14206365e-02  1.35235609e-02 -1.69305796e-08
 -7.03454774e-04 -1.36894375e-01  5.96357957e-02 -1.82196125e-02
  3.72052379e-02  1.80763332e-03 -3.36847305e-02  1.35854632e-02
  1.08831294e-01 -1.03241820e-02  1.20461605e-01  8.78201351e-02
 -8.80719349e-02  3.94561775e-02  1.20727078e-03  2.28778031e-02
 -4.45314310e-03  9.19149891e-02  4.66992296e-02 -4.52950150e-02
  1.22376524e-01 -2.44731223e-03 -4.90031298e-03 -2.20851861e-02
 -7.98486639e-03  1.06785081e-01 -1.11657090e-01  4.21685316e-02
 -1.89280435e-02 -2.00425051e-02 -3.79567482e-02 -2.66338103e-02
 -1.87263098e-02 -2.43085483e-03 -2.70283911e-02 -1.25767081e-03
  2.68470068e-02 -2.91796848e-02 -5.33164367e-02  3.28148529e-02
  3.60379480e-02 -3.73399979e-03  6.54424727e-02  5.80054596e-02
 -1.16334213e-02 -2.23330241e-02  9.86146107e-02  1.00342020e-01
 -3.74704599e-02 -3.09101585e-02 -7.78065547e-02 -5.75911161e-03
 -6.48479611e-02 -5.66074345e-03 -4.08056974e-02  5.23870289e-02
  1.30331162e-02  1.18083535e-02  4.59826142e-02  5.28088305e-03
  4.64306884e-02  1.09159559e-01 -4.52723615e-02  7.71616027e-03]",Wednesday,11
